uniqueID,drugName,condition,rating,date,usefulCount
126663,Eletriptan,Migraine,9,14-Jan-14,13
60687,MoviPrep,Bowel Preparation,9,20-Apr-17,5
230723,Permethrin,Head Lice,1,14-Jan-15,4
51308,Azithromycin,Pneumonia,9,3-Oct-15,23
203462,Indomethacin,Ankylosing Spondylitis,7,12-Jun-09,9
55812,Effexor,Depression,9,24-Jun-13,66
100782,Orlistat,Obesity,9,13-Mar-16,76
105702,Methylprednisolone,"Gout, Acute",9,4-Jan-10,35
129786,Levonorgestrel,Emergency Contraception,10,13-May-15,20
7774,Xanax,Anxiety,10,27-Oct-11,5
109158,Nexplanon,Birth Control,8,22-Mar-17,4
99011,Lutera,Birth Control,9,19-Jan-16,1
139121,Phentermine,Weight Loss,10,25-Dec-08,32
198716,Depo-Provera,Birth Control,9,20-Jan-17,3
36325,Imiquimod,Human Papilloma Virus,10,4-Mar-15,18
26256,Sprintec,Birth Control,7,1-Apr-16,1
148039,Norethindrone,Birth Control,1,23-Nov-15,3
14539,Buprenorphine / naloxone,Opiate Dependence,10,27-Oct-08,20
113401,Bisacodyl,Constipation,9,16-Feb-15,1
69651,Buprenorphine,Opiate Dependence,10,17-Jun-10,46
156295,Ropinirole,Restless Legs Syndrome,1,11-Oct-16,51
49626,Ethinyl estradiol / levonorgestrel,Birth Control,1,6-Jul-15,5
15625,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,1,14-Nov-16,1
171824,Meloxicam,Rheumatoid Arthritis,9,22-Jul-13,134
118838,Drospirenone / ethinyl estradiol,Birth Control,1,6-Aug-17,0
102641,Aripiprazole,Depression,7,16-May-15,59
187516,Monistat 3-Day Combination Pack,Vaginal Yeast Infection,1,26-Jul-16,3
18801,Enablex,Overactive Bladde,8,23-Apr-11,32
99392,Levoxyl,Underactive Thyroid,6,13-Jun-16,33
77398,Prolia,Osteoporosis,1,3-Aug-17,42
6505,Wellbutrin XL,Depression,10,3-Aug-17,44
19945,Pregabalin,Pain,9,1-Jul-09,24
39672,Contrave,Obesity,8,17-Feb-16,3
196630,Letrozole,Breast Cance,4,2-Nov-15,85
73649,Ethinyl estradiol / norethindrone,,3,12-Mar-13,7
123537,Skyla,Birth Control,7,29-Jun-17,2
98509,Nexplanon,Birth Control,9,21-Jul-14,35
6785,Beyaz,Birth Control,5,14-Dec-11,5
193144,Dextroamphetamine,ADHD,9,14-Feb-12,30
158466,Methylphenidate,ADHD,2,14-Dec-15,7
121694,Venlafaxine,Depression,10,28-Mar-15,52
141799,Escitalopram,Anxiety,3,13-Jan-11,5
47345,Flonase,Allergic Rhinitis,10,13-Mar-15,16
168592,Vilazodone,Depression,1,26-Aug-17,8
126839,Erythromycin,Upper Respiratory Tract Infection,1,4-Jan-17,2
55702,Effexor,Depression,1,4-Apr-16,17
180150,Doxylamine / pyridoxine,Nausea/Vomiting of Pregnancy,10,23-Mar-17,7
172508,Clonazepam,Anxiety,1,27-Mar-16,14
18666,Alendronate,Prevention of Osteoporosis,4,12-Jan-09,35
165465,Levonorgestrel,Emergency Contraception,6,1-Jun-17,0
118098,Delatestryl,"Hypogonadism, Male",10,17-Sep-14,22
128941,Levonorgestrel,Emergency Contraception,6,8-Dec-15,3
226156,Remicade,Rheumatoid Arthritis,10,17-Feb-15,40
1685,Simply Sleep,Insomnia,3,11-Feb-09,14
185164,Harvoni,Hepatitis C,10,11-Jun-16,42
24553,Polyethylene glycol 3350 with electrolytes,Bowel Preparation,10,29-Jun-15,39
150609,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,1,29-Nov-15,22
187524,Monistat 3-Day Combination Pack,Vaginal Yeast Infection,1,19-Jun-16,2
197295,Paroxetine,Anxiety,9,2-Feb-13,118
77002,Lorcaserin,Weight Loss,10,10-Mar-15,78
100669,Desogestrel / ethinyl estradiol,Birth Control,5,16-Dec-09,7
190088,Desipramine,Depression,10,13-Jul-08,50
79623,Insulin glargine,"Diabetes, Type 2",1,26-Apr-16,9
128462,Phentermine,Weight Loss,9,24-Sep-15,7
162935,Rapaflo,Benign Prostatic Hyperplasia,1,9-Feb-13,69
230636,Depo-Provera,Birth Control,8,15-Sep-09,3
41188,Acetaminophen / oxycodone,Pain,8,22-Oct-10,7
210590,Mirtazapine,Anxiety,5,1-Sep-17,5
138647,Phentermine,Weight Loss,10,8-Mar-12,2
33482,Microgestin Fe 1 / 20,Birth Control,8,14-Dec-14,10
3186,Nitrofurantoin,Urinary Tract Infection,3,14-Nov-16,5
205919,Pristiq,Depression,3,3-Aug-09,190
198675,Depo-Provera,Abnormal Uterine Bleeding,8,12-May-17,7
147118,Alprazolam,Anxiety,10,2-Aug-14,140
92852,Vortioxetine,Major Depressive Disorde,3,6-Jun-17,10
80030,Benzonatate,Cough,1,6-May-17,11
61800,Citalopram,Anxiety and Stress,8,23-Dec-15,3
134979,Dapsone,Acne,8,3-May-15,20
214161,Tioconazole,Vaginal Yeast Infection,9,31-Mar-16,1
51915,Ustekinumab,Psoriasis,10,27-Jul-11,39
4145,Atropine / diphenoxylate,Diarrhea,10,4-Aug-09,69
132355,Ativan,Anxiety,10,28-Jan-11,10
119380,Testosterone,Gender Dysphoria,10,6-Jun-14,8
124762,Omega-3 polyunsaturated fatty acids,ADHD,10,30-Nov-14,28
125549,Dulcolax,Constipation,8,12-Oct-13,21
36551,Fentanyl,Chronic Pain,1,11-Feb-16,19
168791,Vilazodone,Depression,3,2-Jan-15,43
27670,Aveed,"Hypogonadism, Male",6,20-Jul-16,4
174255,Aspirin / dipyridamole,"Ischemic Stroke, Prophylaxis",1,2-Sep-10,25
103214,Estarylla,Abnormal Uterine Bleeding,1,28-Oct-16,2
137778,Enbrel,Rheumatoid Arthritis,9,11-Feb-15,40
38623,Liletta,Birth Control,8,16-Mar-17,4
24508,Polyethylene glycol 3350 with electrolytes,Bowel Preparation,7,7-Feb-17,4
116665,Lamictal,Bipolar Disorde,8,10-Jun-17,22
104012,Ethinyl estradiol / levonorgestrel,Birth Control,8,26-Apr-14,10
118517,Amoxicillin / clarithromycin / lansoprazole,Helicobacter Pylori Infection,10,9-Jul-16,8
14436,Buprenorphine / naloxone,Opiate Dependence,10,10-Dec-09,19
13603,Amphetamine / dextroamphetamine,ADHD,9,26-May-11,12
230180,Daklinza,Hepatitis C,10,9-Aug-16,6
107174,Implanon,Birth Control,8,1-Jun-12,0
76949,Lorcaserin,Weight Loss,1,21-May-15,28
213956,Tioconazole,Vaginal Yeast Infection,6,25-Aug-16,15
50826,Azithromycin,Bronchitis,5,7-Apr-17,5
73911,Ethinyl estradiol / norethindrone,Birth Control,2,22-Mar-12,4
222269,Thiothixene,Psychosis,8,12-Mar-11,41
191687,Lisdexamfetamine,ADHD,10,8-Dec-11,14
21053,Paliperidone,Schizophrenia,9,29-Jun-17,2
24312,Uloric,Gout,10,8-May-16,19
162311,Hyaluronan,Osteoarthritis,9,11-Dec-13,89
53946,Minoxidil,Alopecia,10,4-Feb-17,15
160099,Rivaroxaban,Deep Vein Thrombosis,4,10-Jul-17,8
153441,Doxycycline,Acne,10,21-Aug-13,4
218432,Amoxicillin / clavulanate,Bacterial Infection,8,26-Jan-12,10
223640,Omalizumab,"Asthma, Maintenance",10,24-Jun-17,2
59836,NuvaRing,Birth Control,6,25-Jan-16,5
161729,Remeron,Depression,9,19-Dec-12,106
18066,Ethinyl estradiol / etonogestrel,Birth Control,8,23-Dec-11,1
145342,Zithromax,Skin or Soft Tissue Infection,1,15-Jul-17,0
186723,Benicar,High Blood Pressure,5,6-Jun-16,36
198865,Depo-Provera,Birth Control,2,11-Sep-16,9
113574,Acetaminophen / butalbital / caffeine,Headache,9,5-Dec-11,16
56958,Ranitidine,GERD,9,12-Jul-16,24
188973,Drospirenone / estradiol,Postmenopausal Symptoms,2,16-Jun-16,6
174372,Tri-Lo-Sprintec,Birth Control,1,19-Jan-17,2
159895,Bactrim,Urinary Tract Infection,4,29-Dec-11,45
164510,Diclofenac,Back Pain,10,12-Jul-12,55
152717,Rocephin,Bacterial Infection,9,30-Nov-10,23
169832,Aspirin / butalbital / caffeine,Migraine,10,14-Sep-09,23
34697,Minocycline,Acne,8,14-Dec-15,8
224474,Bupropion,Panic Disorde,9,15-Nov-17,2
210587,Mirtazapine,Depression,9,8-Sep-17,16
214014,Tioconazole,Vaginal Yeast Infection,3,21-Jun-16,8
33294,Microgestin Fe 1 / 20,Birth Control,10,4-Jul-16,4
166139,Levonorgestrel,Birth Control,1,11-Jan-17,4
99850,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,31-Mar-16,11
220643,Loestrin 24 Fe,Birth Control,8,18-Mar-11,2
86795,Falmina,Birth Control,1,2-Oct-16,1
137543,Isotretinoin,Acne,9,20-Mar-09,1
23985,Tolterodine,Overactive Bladde,2,2-Nov-09,20
226664,Etonogestrel,Birth Control,6,20-May-15,3
92815,Vortioxetine,Depression,5,5-Sep-17,18
155236,Metronidazole,Bacterial Infection,3,23-Jan-16,12
51682,Azithromycin,Pneumonia,10,13-Feb-13,39
124099,Skyla,Birth Control,5,11-Mar-16,2
86212,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,16-Oct-15,6
213123,Nuvigil,Narcolepsy,10,17-Jun-17,3
139595,Luvox,Obsessive Compulsive Disorde,10,6-Jul-12,102
178489,Duloxetine,ibromyalgia,5,22-May-09,33
183639,Cymbalta,ibromyalgia,2,28-Sep-09,22
180915,Dienogest / estradiol,Birth Control,10,11-Jun-12,14
196016,Hydralazine,High Blood Pressure,1,3-Sep-12,69
195574,Aviane,Birth Control,1,5-Jul-13,31
62146,Citalopram,Depression,1,13-May-14,29
198727,Depo-Provera,Birth Control,1,15-Mar-17,2
229983,Lastacaft,"Conjunctivitis, Allergic",2,28-Dec-16,3
85452,Ethinyl estradiol / norgestimate,Birth Control,1,28-Mar-15,13
165877,Levonorgestrel,Birth Control,4,8-Mar-17,5
76676,Lorcaserin,Weight Loss,9,8-Feb-17,30
77100,Lorcaserin,Obesity,8,6-Oct-14,117
197930,Metoprolol,High Blood Pressure,8,9-Apr-16,27
45395,Fluoxetine,Major Depressive Disorde,9,19-May-15,53
147855,Norethindrone,Birth Control,1,30-May-17,2
127692,Phentermine,Obesity,10,5-Apr-17,21
89066,Singulair,Bronchospasm Prophylaxis,10,1-Aug-10,53
10332,Breo Ellipta,Asthma,10,20-Sep-16,11
111715,Cipro,Bladder Infection,9,3-Apr-08,156
33,Medroxyprogesterone,Birth Control,8,19-Nov-15,2
85328,Ethinyl estradiol / norgestimate,Birth Control,10,7-Jul-15,5
121548,Venlafaxine,Anxiety,9,9-Aug-15,87
164131,Fluorouracil,Keratosis,8,5-Mar-13,149
135104,Brisdelle,Hot Flashes,1,9-Apr-14,59
151204,OxyContin,Pain,9,3-Nov-09,247
31891,Miconazole,Vaginal Yeast Infection,5,31-Jul-15,16
216228,Copper,Birth Control,8,7-May-15,2
110271,Nexplanon,Birth Control,9,23-Feb-16,8
156835,Transderm-Scop,Nausea/Vomiting,10,12-Feb-15,5
223306,Cetirizine,Allergic Rhinitis,4,14-Apr-16,4
85626,Ethinyl estradiol / norgestimate,Birth Control,5,10-Jul-14,28
194505,Atorvastatin,High Cholesterol,10,30-May-16,51
22668,Lidocaine,Neuropathic Pain,1,17-Jun-17,8
73100,Ethinyl estradiol / norethindrone,Birth Control,10,27-Jan-15,29
141219,Escitalopram,Anxiety,9,7-Jun-15,81
62530,Citalopram,Depression,4,6-Jun-11,10
181844,Jentadueto,"Diabetes, Type 2",10,21-May-16,6
153795,Amoxicillin,Dental Abscess,5,2-May-16,16
61847,Citalopram,Anxiety and Stress,9,16-Sep-15,19
19212,Pregabalin,Neuropathic Pain,3,7-Jan-17,1
186313,Desvenlafaxine,Depression,10,14-Mar-12,30
58071,Acetaminophen / hydrocodone,Pain,3,20-Dec-09,8
32232,Wellbutrin XL,Depression,8,9-Sep-08,45
170489,Quetiapine,Depression,10,12-Jul-15,20
98190,Nexplanon,Birth Control,1,7-Jul-15,12
183297,Cymbalta,Anxiety,1,16-Jul-12,24
154019,Tarina Fe 1 / 20,Birth Control,4,17-Apr-17,2
172942,Clonazepam,Anxiety,10,4-Jul-13,44
203593,Zyban,Smoking Cessation,8,29-Mar-17,42
204476,BuSpar,Anxiety,9,22-Jun-14,275
173362,Clonazepam,Anxiety,10,21-Sep-08,20
218246,Amoxicillin / clavulanate,Sinusitis,8,10-Dec-15,7
219367,Dexmethylphenidate,ADHD,8,10-Dec-15,22
45939,Fluoxetine,Anxiety and Stress,7,29-Apr-11,53
177323,Duloxetine,Anxiety,9,8-Dec-16,46
31307,Miconazole,Vaginal Yeast Infection,5,26-Jul-16,0
148033,Norethindrone,Birth Control,5,29-Feb-16,3
48811,Ethinyl estradiol / levonorgestrel,Premenstrual Syndrome,2,20-Feb-17,1
100437,Desogestrel / ethinyl estradiol,Birth Control,5,4-Jul-14,10
170816,Quetiapine,Post Traumatic Stress Disorde,2,24-Nov-12,35
115420,Propofol,Anesthesia,9,10-Dec-15,4
140937,Escitalopram,Generalized Anxiety Disorde,8,14-Dec-15,4
93128,Vortioxetine,Depression,1,15-Mar-16,6
223503,Epclusa,Hepatitis C,10,5-Apr-17,21
75763,Temazepam,Insomnia,5,15-Dec-14,44
115056,Diazepam,Anxiety,10,29-Mar-15,121
206986,Zarah,Birth Control,5,24-May-17,2
72458,Tramadol,Pain,9,20-Feb-12,9
48601,Ethinyl estradiol / levonorgestrel,Birth Control,4,30-Jun-17,0
209634,Donepezil,Mild Cognitive Impairment,1,30-Nov-15,37
188139,Elocon,Eczema,9,14-Jan-14,50
78606,Alclometasone,Atopic Dermatitis,9,12-Apr-09,3
52584,Armour Thyroid,Underactive Thyroid,1,14-Jan-12,59
203724,Suvorexant,Insomnia,5,17-Jul-17,22
78095,Zyprexa,Bipolar Disorde,10,24-Jul-15,43
156012,Cialis,Erectile Dysfunction,10,6-Mar-16,36
62788,Cafergot,Migraine,8,30-Jan-14,3
113318,Bisacodyl,Constipation,10,2-Oct-15,8
156472,Amethia,Birth Control,1,10-Jul-15,2
216507,Sildenafil,Erectile Dysfunction,8,13-Nov-09,47
23884,Saphris,Bipolar Disorde,2,2-Aug-13,22
20164,Macrobid,Urinary Tract Infection,1,13-Feb-16,22
167805,Levonorgestrel,Emergency Contraception,5,24-Dec-15,1
154844,Metronidazole,Diverticulitis,1,11-Apr-17,22
210804,Mirtazapine,Major Depressive Disorde,8,26-Apr-16,34
165183,Phentermine / topiramate,Weight Loss,8,25-Feb-14,65
107445,Implanon,Birth Control,10,9-Sep-11,2
191222,Pentasa,Crohn's Disease,8,16-Aug-15,5
230394,Meloxicam,Inflammatory Conditions,9,17-Oct-15,45
216579,Sucralfate,Stomach Ulce,5,29-Jul-16,23
31897,Miconazole,Vaginal Yeast Infection,3,28-Jul-15,5
207858,Suprep Bowel Prep Kit,Bowel Preparation,10,5-May-15,38
143816,Etonogestrel,Birth Control,3,25-Sep-16,5
5755,Ketorolac,Postoperative Ocular Inflammation,10,13-Jul-16,2
106333,Implanon,Birth Control,7,27-Dec-16,3
182811,Cymbalta,Back Pain,8,5-Aug-16,22
67871,Plan B,Emergency Contraception,1,18-Aug-16,2
38379,Liletta,Birth Control,10,10-Oct-17,6
137499,Isotretinoin,Acne,10,22-Mar-08,73
26408,Sprintec,Abnormal Uterine Bleeding,7,4-Jun-15,3
184618,Methylin,ADHD,3,25-Apr-09,14
81449,Yaz,Menstrual Disorders,8,12-Mar-11,8
209162,Skelaxin,ibromyalgia,9,26-Feb-09,32
95508,Sotalol Hydrochloride AF,Atrial Fibrillation,4,29-Jan-10,113
228470,Geodon,Schizoaffective Disorde,10,28-Dec-16,14
137746,Enbrel,Rheumatoid Arthritis,10,20-Jun-15,87
95060,Abilify,Obsessive Compulsive Disorde,9,16-Jun-08,32
114573,Estradiol Patch,Postmenopausal Symptoms,10,18-Aug-17,2
48336,Exelon,Alzheimer's Disease,9,21-Feb-10,51
26282,Sprintec,Birth Control,5,30-Aug-16,4
92099,Lyrica,Diabetic Peripheral Neuropathy,9,19-Feb-12,69
21166,Paliperidone,Schizophrenia,8,21-Apr-16,19
55291,Bupropion / naltrexone,Obesity,9,1-Dec-15,5
180261,Diclofenac,Osteoarthritis,10,11-Oct-17,0
135298,Tamiflu,Influenza,3,7-Mar-17,5
28844,Lexapro,Depression,7,16-Oct-09,18
165911,Levonorgestrel,Emergency Contraception,10,6-Mar-17,2
28848,Lexapro,1</span> users found this comment helpful.,3,28-Sep-09,1
112312,Gabapentin,Insomnia,8,14-Dec-16,28
186651,Desvenlafaxine,Depression,10,11-Oct-09,22
56978,Ranitidine,GERD,8,17-Aug-11,20
59012,Divalproex sodium,Migraine Prevention,8,7-Mar-08,36
214323,Tioconazole,Vaginal Yeast Infection,1,29-Dec-15,4
191667,Lisdexamfetamine,ADHD,10,31-May-11,10
222307,Kyleena,Birth Control,10,19-Nov-17,0
49965,Gabapentin,ibromyalgia,9,19-Jan-16,56
150876,Sulfamethoxazole / trimethoprim,Acne,9,11-May-11,5
27292,Imitrex,Migraine,10,2-Mar-11,6
89442,Celexa,Anxiety and Stress,10,22-Mar-13,118
7724,Xanax,Anxiety,10,17-Jun-13,128
104830,Ethinyl estradiol / levonorgestrel,Birth Control,10,2-May-10,9
106355,Implanon,Birth Control,6,21-Mar-17,0
101418,Viorele,Birth Control,3,29-Jul-16,7
67934,Plan B,Emergency Contraception,7,28-Jun-16,10
198219,Ranolazine,Angina,10,10-Dec-14,53
80163,Benzonatate,Cough,1,10-Jan-16,18
150345,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,10,9-Jul-17,17
200006,Varenicline,Smoking Cessation,8,11-Jan-16,28
138596,Phentermine,Weight Loss,10,26-Jan-13,22
218100,Amoxicillin / clavulanate,Skin and Structure Infection,1,10-May-17,1
10781,Mononessa,Birth Control,9,23-Nov-16,1
178785,Victoza,"Diabetes, Type 2",10,12-Feb-14,75
17625,Ethinyl estradiol / etonogestrel,Birth Control,9,12-Mar-16,7
87025,Latuda,Bipolar Disorde,8,9-Dec-15,19
148937,Mirena,Abnormal Uterine Bleeding,1,22-Feb-16,12
165435,Levonorgestrel,Birth Control,5,7-Jun-17,1
154260,Nexium,GERD,9,17-Feb-12,55
200186,Varenicline,Smoking Cessation,10,11-Jan-15,36
102553,Aripiprazole,Bipolar Disorde,6,11-Jul-17,2
192918,Drospirenone / ethinyl estradiol,Menstrual Disorders,4,26-Aug-09,4
102662,Aripiprazole,Bipolar Disorde,9,15-Jan-15,74
46862,Xenical,Obesity,9,12-Nov-12,176
37339,Vyvanse,ADHD,9,5-Aug-15,65
184298,Hydroxyzine,Anxiety,8,2-Sep-15,48
189659,Oxycodone,Pain,9,20-Mar-09,52
91507,Anastrozole,Breast Cance,1,16-Oct-16,41
155255,Metronidazole,Bacterial Vaginitis,5,11-Dec-15,5
226109,Remicade,"Crohn's Disease, Acute",4,9-Sep-09,8
143867,Etonogestrel,Birth Control,3,8-Sep-16,4
111498,Cipro,Urinary Tract Infection,10,21-Jan-15,68
4143,Atropine / diphenoxylate,Diarrhea,9,28-Oct-09,33
202392,Lithium,Depression,8,14-Nov-15,22
46404,Modafinil,Depression,10,6-Jan-10,75
196368,Eszopiclone,Insomnia,1,30-Aug-16,22
23,Medroxyprogesterone,Birth Control,8,10-Oct-15,5
94833,Abilify,Bipolar Disorde,1,4-Jan-12,9
170509,Quetiapine,Bipolar Disorde,8,27-May-15,6
79968,Tenormin,Supraventricular Tachycardia,9,7-Aug-09,38
185245,Harvoni,Hepatitis C,10,26-Apr-15,68
92707,Lybrel,Birth Control,10,21-Jan-09,62
72342,Tramadol,Pain,3,29-Jan-12,10
226222,Etonogestrel,Birth Control,5,14-Sep-15,1
120497,Dapagliflozin,"Diabetes, Type 2",10,20-Sep-16,19
188237,ParaGard,Birth Control,1,28-Sep-17,1
35932,Buprenorphine / naloxone,Opiate Dependence,10,28-Oct-13,24
109069,Nexplanon,Birth Control,2,15-Apr-17,0
120576,Acetaminophen / aspirin / caffeine,Migraine,3,24-Sep-09,3
86528,Invokana,"Diabetes, Type 2",1,20-Nov-15,12
193745,Hydrocodone,Pain,1,4-Nov-16,33
145754,Qsymia,Weight Loss,10,10-Oct-14,195
3381,Nitrofurantoin,Bladder Infection,9,9-Feb-16,38
179732,Adapalene / benzoyl peroxide,Acne,7,30-Mar-16,0
18145,Ethinyl estradiol / etonogestrel,Birth Control,9,27-Aug-11,0
18894,Hydrochlorothiazide / losartan,High Blood Pressure,3,24-Jul-09,58
71092,Viberzi,Irritable Bowel Syndrome,5,11-Feb-17,16
26465,Sprintec,Birth Control,10,9-Jan-15,25
25423,Finasteride,Androgenetic Alopecia,8,30-Jan-17,19
82993,Paxil,Anxiety and Stress,10,22-Aug-15,27
176134,Levlen,Birth Control,1,9-Nov-11,15
26753,Sprintec,Birth Control,9,18-Apr-10,109
221862,Haldol,Psychosis,9,16-Sep-15,27
147675,Aviane,15</span> users found this comment helpful.,10,30-Mar-09,15
110301,Nexplanon,Birth Control,1,1-Mar-16,5
187573,Abilify Maintena,Schizophrenia,10,10-Jan-16,22
180837,Solodyn,Acne,9,11-Feb-15,23
223096,Estradiol,Postmenopausal Symptoms,1,19-Jul-17,3
42337,Atenolol,High Blood Pressure,10,17-Apr-14,95
195330,Glatiramer,Multiple Sclerosis,8,8-May-16,32
48046,Cariprazine,Schizophrenia,9,27-May-17,17
133566,Acetaminophen / dextromethorphan / guaifenesin / pseudoephedrine,Cold Symptoms,10,28-Jan-14,1
97038,Ambien,Insomnia,7,4-Feb-14,90
37958,Adipex-P,Obesity,10,19-May-17,38
79386,Plan B One-Step,Emergency Contraception,10,1-Aug-15,11
173314,Clonazepam,Insomnia,9,12-May-09,44
110804,Ixekizumab,Plaque Psoriasis,6,8-Jul-17,2
31084,Miconazole,Vaginal Yeast Infection,1,9-Jan-17,4
58043,Acetaminophen / hydrocodone,Pain,8,1-Nov-09,119
100580,Desogestrel / ethinyl estradiol,Birth Control,2,20-Jan-11,0
6689,Paxil CR,Generalized Anxiety Disorde,10,26-Sep-09,28
183443,Cymbalta,Generalized Anxiety Disorde,10,20-Aug-11,59
6665,Beyaz,Birth Control,4,8-Oct-15,1
25880,Ethinyl estradiol / norelgestromin,Birth Control,9,24-Oct-11,4
181724,Prozac,Depression,8,20-Apr-10,20
90121,Insulin glulisine,"Diabetes, Type 2",9,5-Feb-17,0
75679,L-methylfolate,Depression,10,24-Dec-10,172
6546,Wellbutrin XL,Major Depressive Disorde,8,11-Apr-17,46
150400,Sulfamethoxazole / trimethoprim,Upper Respiratory Tract Infection,3,1-Apr-17,3
84717,Ethinyl estradiol / norgestimate,Ovarian Cysts,1,31-May-16,8
32581,Lisinopril,High Blood Pressure,1,11-Mar-09,71
78545,Sudafed PE Congestion,Nasal Congestion,10,18-Aug-15,3
72599,Tramadol,Pain,2,27-Jun-10,13
159860,Bactrim,Acne,10,7-Sep-13,54
206565,Valsartan,High Blood Pressure,4,4-Apr-10,92
81191,Yaz,Premenstrual Dysphoric Disorde,10,31-Mar-17,15
14033,Megestrol,Weight Loss,10,9-Jun-12,68
171876,Meloxicam,Rheumatoid Arthritis,8,3-Sep-11,44
140741,Escitalopram,Anxiety,7,24-Jul-16,15
17196,Flexeril,Sciatica,2,19-Aug-09,25
164240,Xiidra,Dry Eye Disease,2,17-Mar-17,25
23288,Methadone,Opiate Withdrawal,9,2-Dec-16,13
223866,Vitamin B12,Vitamin B12 Deficiency,10,8-Dec-14,10
89857,Orsythia,Birth Control,10,13-Nov-17,1
153669,Doxycycline,Pneumonia,10,23-Oct-08,83
168670,Vilazodone,Major Depressive Disorde,1,9-May-16,0
197957,Metoprolol,High Blood Pressure,1,27-Apr-15,67
167906,Minoxidil,High Blood Pressure,9,18-Feb-17,3
63426,Epiduo,Acne,3,28-May-16,11
197019,Paroxetine,Depression,8,22-Sep-15,6
228298,Butrans,Chronic Pain,7,3-Oct-15,15
185162,Harvoni,Hepatitis C,10,12-Jun-16,30
87134,Latuda,Bipolar Disorde,10,20-Nov-14,77
45769,Fluoxetine,Depression,9,4-Aug-11,47
224265,Levothyroxine,Hashimoto's disease,10,17-Aug-16,24
9658,Lo Loestrin Fe,Birth Control,10,22-Nov-15,10
208926,Belsomra,Insomnia,1,4-Oct-15,22
156409,Ropinirole,Periodic Limb Movement Disorde,1,27-May-10,6
137055,Isotretinoin,Acne,8,4-Dec-15,3
214645,Escitalopram,Depression,10,19-Jul-17,30
133415,Soolantra,Rosacea,10,25-Mar-17,36
71106,Viberzi,Irritable Bowel Syndrome,10,12-Sep-17,8
171648,Wellbutrin,Depression,8,30-Jun-10,177
3950,Seroquel XR,Bipolar Disorde,1,5-Apr-17,7
192625,Drospirenone / ethinyl estradiol,Birth Control,10,21-May-12,7
219422,Dexmethylphenidate,ADHD,10,22-Jul-11,25
38642,Liletta,Birth Control,10,2-Jan-17,4
84918,Ethinyl estradiol / norgestimate,Birth Control,1,18-Feb-16,2
55535,Dabigatran,Prevention of Thromboembolism in Atrial Fibrillation,9,28-Dec-11,13
226355,Etonogestrel,Birth Control,2,20-Aug-15,5
6085,Minastrin 24 Fe,Birth Control,1,13-Mar-16,3
110574,Lorzone,Muscle Spasm,10,11-Dec-16,33
136958,Isotretinoin,Acne,10,2-Dec-16,3
105933,Atomoxetine,ADHD,8,30-Jun-13,87
188979,Drospirenone / estradiol,Postmenopausal Symptoms,10,27-Aug-15,28
61296,Citalopram,Anxiety and Stress,9,9-Dec-17,0
7668,Xanax,Anxiety,10,21-May-14,114
68131,Plan B,Emergency Contraception,9,17-Dec-15,3
77185,Lorcaserin,Obesity,9,26-Jul-14,94
160456,Buspirone,Anxiety,1,15-Feb-16,41
36892,Avastin,Glioblastoma Multiforme,10,3-Dec-13,56
9050,Clobetasol,Psoriasis,10,17-Apr-12,22
183464,Cymbalta,Pain,9,11-Jul-11,32
45898,Fluoxetine,Depression,9,5-Mar-09,16
97484,Voltaren Gel,Osteoarthritis,10,26-Aug-14,88
140169,Asenapine,Bipolar Disorde,8,28-Feb-15,20
45354,Fluoxetine,Bulimia,10,19-Oct-15,33
195067,Restoril,Insomnia,5,26-Apr-09,77
183333,Cymbalta,Pain,9,7-Mar-12,17
150901,Sulfamethoxazole / trimethoprim,Bacterial Infection,5,23-Sep-11,27
193199,Cyclobenzaprine,Muscle Spasm,1,28-Sep-17,2
168744,Vilazodone,Depression,9,2-Aug-15,40
95590,MS Contin,Chronic Pain,5,2-Dec-15,14
223354,Cetirizine,Allergic Rhinitis,10,18-Feb-09,11
192511,Drospirenone / ethinyl estradiol,Premenstrual Dysphoric Disorde,9,26-Mar-13,6
229726,Lurasidone,Bipolar Disorde,7,21-Jul-12,25
37490,Vyvanse,ADHD,10,7-Aug-12,15
54325,Bupropion / naltrexone,Weight Loss,10,23-Nov-17,1
211665,Lamotrigine,Migraine Prevention,9,30-Jun-17,4
158843,Methylphenidate,ADHD,9,13-Apr-09,84
71148,Viberzi,Irritable Bowel Syndrome,10,18-Oct-16,19
34924,Minocycline,Acne,5,14-Feb-10,5
221783,Dexlansoprazole,GERD,10,23-May-10,8
175962,Levaquin,Sinusitis,1,28-Feb-09,29
5692,Acetaminophen / dextromethorphan / pseudoephedrine,Cold Symptoms,8,3-Mar-09,3
122822,Ethinyl estradiol / norgestrel,Birth Control,9,20-Aug-17,1
42500,Concerta,ADHD,9,14-Feb-15,16
10575,Mononessa,Birth Control,1,10-May-17,6
204256,Sominex,Insomnia,9,24-Jun-14,78
130723,Levonorgestrel,Emergency Contraception,10,6-Oct-11,11
154581,Metronidazole,Bacterial Vaginitis,7,6-Dec-17,0
179490,Olanzapine,Schizophrenia,8,18-Jan-09,93
